Gene_name	S1-d0	S2-d0	S3-d0	S4-d0	S5-d0	S6-d0	S7-d0	S8-d0	S9-d0	S10-d0	S1-d10	S2-d10	S3-d10	S4-d10	S5-d10	S6-d10	S7-d10	S8-d10	S9-d10	S10-d10
Foxh1	1	1	2	2	5	3	0	1	0	4	0	0	0	2	0	0	1	1	0	0
9530026P05Rik	6	2	10	6	5	9	19	23	12	25	11	12	5	8	15	26	6	4	14	16
Btd	681	550	946	895	1003	1551	1570	1791	1929	1680	1174	1412	926	1317	1484	1736	874	1730	2052	2059
Hsbp1	2573	2582	2845	4060	4519	3125	3611	3268	4897	4578	3826	4595	2998	4677	5399	3948	2423	3942	4726	4735
Gm8994	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
4930512M02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm6042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trim58	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
Mir759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Il4i1	11.52	9	5.75	0	31	0	6	11	2.59	0	39	45.8	40	30.35	39.51	0	0	4.74	9	7.43
Aspg	13	8	17	37	33	159	90	129	243	307	91	125	96	99	125	257	81	162	377	397
Hecw1	13	27	12	22	20	7	8	2	7	5	12	7	1	23	9	1	1	1	6	3
Art2a-ps	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700113H08Rik	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
Ceacam14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Yod1	128	128	133	203	209	151	128	116	202	184	201	191	161	233	237	134	72	148	228	187
Nop16	771	805	755	1101	1209	566	716	583	882	951	725	838	522	893	1088	493	377	470	698	662
Wbp4	1470	1345	1482	1929	2134	1405	1484	1271	1667	1528	1560	1760	1199	1632	2259	1304	715	1227	1534	1426
Ipmk	850	604	729	1102	1308	1049	1009	977	1524	1529	1089	925	707	1029	1329	1126	598	1029	1361	1231
Olfr835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Inha	248	187	235	334	282	242	299	290	299	244	238	272	158	183	245	200	108	210	295	275
St3gal2	5073	4516	4661	5426	6402	5076	5257	4751	6972	6986	6018	6271	4215	5972	8469	5611	2262	4980	7414	7596
Trim31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tgfbr3l	23	14	28	13	22	26	14	52	13	16	16	25	33	16	23	19	4	15	16	21
Cyb561d1	230	134	166	333	389	253	225	243	468	431	286	311	244	343	422	359	127	351	541	548
F2	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1
Mog	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
Nfatc4	4397	3342	4942	5148	5295	6106	6852	7709	6258	5454	3884	4621	2947	3795	5995	3964	1442	3043	4549	4276
Olfr1065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rbpms	657	1111	442	848	748	684	1138	628	761	622	1350	1390	741	987	1321	1956	729	839	1168	1276
Anks1b	41	78	30	33	34	66	104	88	43	25	36	50	33	55	69	48	22	36	61	80
Tnfrsf26	47	29	9	66	65	204	81	32	88	42	100	49	16	43	67	49	33	59	45	42
Bcl2l12	358	330	354	370	421	428	434	430	333	343	290	385	224	290	372	348	135	251	313	300
2310007B03Rik	0	1	0	0	0	1	2	2	5	0	0	0	0	0	0	0	2	0	2	0
Eif2b1	888	928	958	1321	1409	1044	1192	909	1300	1175	1001	1180	766	1227	1467	870	431	824	1041	1050
Mir467g	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930528P14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ly6g6d	0	0	0	1	0	0	0	0	2	0	6	2	2	0	3	1	0	0	3	0
Bscl2	1021	710	1168	1395	1444	1435	1547	1572	1838	1701	2519	3176	2416	3386	3064	3948	1197	2977	3013	3736
Tcte3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Tas2r126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir7075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D130040H23Rik	30	29	30	38	49	37	40	44	49	46	49	59	50	38	56	38	50	47	82	50
Zfp966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppt1	2218	1806	2552	3805	4586	3407	3266	3896	5653	5593	3338	3930	2885	3912	4817	4159	2354	4284	5192	5263
Ccnd2	32313	41591	28341	43069	40386	13344	23767	13393	17869	13640	26752	30000	19134	32804	45454	13337	6716	10590	12475	11619
Fbxo24	12	10	33	29	17	24	28	26	46	43	24	29	16	25	31	22	15	27	60	57
Gm13848	7	6	9	8	7	7	8	7	7	19	10	21	12	27	18	12	10	14	21	6
Gm11565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eci2	1350	1110	1660	2048	1895	1949	1940	2321	2372	2291	1768	2388	1722	2429	2669	2436	1177	2186	2693	2687
4933406J10Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir7688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cts6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700123L14Rik	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2
Mrgpra2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyc1	2144	1839	1914	2914	2541	1822	1807	1448	1927	1700	2633	4047	2992	4492	3687	2875	1018	2923	2561	2791
Stk32b	7	18	61	39	52	2	13	20	62	48	68	233	206	408	283	12	38	109	103	44
Megf11	44	72	21	28	31	9	10	6	8	8	8	20	11	26	47	14	2	5	20	21
Lypd6	24	32	74	59	82	15	28	36	14	26	36	97	55	103	129	25	12	22	14	49
Mkrn2	652	544	748	1033	1021	563	651	710	805	831	681	845	658	875	1090	662	349	632	786	739
Pou2f3	1	1	0	2	3	11	1	3	4	3	0	0	0	3	1	5	7	3	1	5
Mirt1	1	5	0	0	2	2	1	5	5	3	11	2	3	2	5	8	6	7	8	9
Shisa9	25	1	9	6	57	35	1	21	13	22	62	48	57	36	58	51	15	41	23	46
Smchd1	2661	2948	2935	3637	3706	2079	2379	2151	2826	2820	2751	3065	2275	3333	3840	2035	1447	2047	2733	2294
Pcdhga10	638.86	549.39	639.75	665.51	870.18	750.89	770.49	658.13	703.59	614.09	794.13	793.88	548.92	615.09	1030.47	544.53	241.17	422.18	588.94	565.03
1110008L16Rik	316	320	339	427	455	253	317	389	420	341	347	424	337	459	549	314	176	343	380	361
Cntnap5c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm7616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Krt17	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
LOC102634812	11	10	6	9	4	11	7	11	11	9	6	16	8	8	12	8	1	9	7	10
Fbxl3	1697	1671	1850	2464	2833	2303	2213	2527	3705	3426	2017	2658	1922	2846	3414	2671	1357	2583	3655	3267
Atp2a2	11121	13797	9512	15193	16161	9757	10950	8171	12285	10123	12559	13721	9268	12609	16329	8172	4168	6790	10488	8942
Olfr875	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
Olfr1217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C630031E19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir7j	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc8e	167	105	81	141	79	226	198	102	176	127	129	69	32	70	114	163	71	93	241	218
Gucy2e	0	1	1	1	0	1	2	1	7	4	1	0	1	1	1	1	0	0	4	2
Olfr889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ndst4	3	2	16	18	24	25	44	99	360	452	34	67	44	65	59	400	395	678	1620	1449
Pitpna	6107	5355	5323	7144	7960	5231	5214	5188	6920	6892	6709	6729	5036	5899	8995	4841	2550	4671	5759	5866
Pip5k1a	2456	2641	2167	2927	3145	2322	2827	2416	2706	2386	2435	2377	1578	2269	3444	1920	1055	1619	2231	2102
Tbcc	610	584	668	867	833	569	705	662	707	585	660	714	504	682	1008	542	154	387	550	573
Mir5622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bmt2	657	714	732	1356	1290	798	751	780	1369	1279	999	983	760	1271	1518	776	526	860	1220	1061
Mir6918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stx16	1816	1500	1989	2659	3140	1825	1798	2128	2699	2143	2655	2832	2157	3314	3802	2487	1380	2321	4002	3240
Flot1	2399	1956	2124	3705	3517	4005	3903	3706	4708	4043	2753	2451	1661	2399	3891	3002	1287	2240	3448	3026
Washc3	674	610	824	1060	1114	1028	931	1118	1378	1224	839	1053	688	1095	1336	1043	535	900	1299	1230
Il6	12	29	6	40	5	3	5	0	5	5	16	10	5	13	48	0	3	4	3	3
Gadd45b	1130	1387	1231	1978	1802	963	934	864	1348	1322	1232	1342	932	1649	2099	604	246	593	831	825
Krtap27-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir3472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tfap2e	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	1
H2-M1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Als2cr12	1	1	0	3	0	1	0	0	0	0	42	104	73	71	36	24	14	16	12	13
St8sia6	12	4	6	3	3	5	1	2	0	4	4	1	2	4	1	4	0	10	2	6
Vmn2r32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cenpa	1016	856	1121	1202	1001	686	998	490	444	349	366	372	218	411	699	108	55	137	82	140
Itga8	2482	1977	1536	3155	7496	1144	1771	1006	2639	2926	4360	3497	1662	3294	6375	3578	1171	1872	4064	6427
C87436	353	287	375	560	664	401	435	443	780	741	474	494	379	506	639	617	231	496	739	626
Ifi207	668	99	259	475	1262	1557	428	1049	1678	1866	1552	1038	1353	1147	1430	3381	2230	2839	2510	2458
Aak1	4782	4685	5424	6340	7487	6000	6507	6312	6638	6132	6402	6530	4713	6175	8169	5236	2407	4116	5670	5222
Vmn1r111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dnajb11	3888	3830	3827	5570	5552	3578	3853	2599	3950	3759	4896	5236	3147	4962	6812	2958	1534	2615	3592	3411
Spin1	3191	3436	3639	5711	6110	3650	4584	4170	5088	4232	3684	4006	2958	4994	6300	2559	1459	2328	4002	3219
Thy1	26448	18655	10708	15110	18650	12583	12436	4770	10041	10720	16572	10488	5534	7858	19542	3866	2621	2741	5786	5942
Ppp1r15b	4063	3929	3909	5154	5938	3016	2924	2880	4247	4211	4553	5268	3906	5531	7043	3508	1719	3275	3732	4143
E130102H24Rik	25	21	49	41	53	43	29	85	85	95	41	42	49	31	43	74	46	86	112	90
Atp6v0a2	2656	2644	2762	3815	4042	2755	3112	2440	3257	2877	3182	3540	2549	3822	4928	2418	1069	2158	2646	2532
Lyrm4	177	165	256	344	360	215	239	242	300	296	226	328	223	312	349	213	137	224	239	244
Fat1	43154	53460	51432	49870	66871	20674	30596	27615	42922	33964	50538	71163	52320	69372	74646	16007	11842	17320	28119	21047
Grm5	2	1	0	0	0	0	0	1	0	1	3	1	0	2	0	3	0	0	0	0
Inpp5b	1892	1782	2008	2544	2657	1462	1516	1644	2036	1886	1826	2301	1704	2407	3051	1311	589	1208	1685	1546
Prkd1	682	777	791	1086	1051	693	827	904	1009	945	769	874	720	951	1280	442	292	656	756	834
Prkcd	3304	2670	2418	3480	4651	3294	2943	2966	4209	4625	4038	3593	2792	3333	4720	3227	1107	2783	3520	4017
Hrasls	2	5	4	10	7	2	4	3	9	19	18	13	17	19	24	12	9	28	21	24
Gm6623	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir3103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wdr19	635	612	788	945	949	924	992	1382	1192	1005	709	874	602	951	1087	667	431	645	1176	848
Phtf1	1478	1639	1876	2390	2389	2018	2440	2122	2525	2261	1637	1862	1157	2103	2897	1387	783	1345	2029	1640
Bcl2a1a	4	6	0	0	1	7	1	2	0	0	0	0	0	0	0	0	0	0	0	0
Slx4	1210	1103	1349	1580	1766	1227	1495	1325	1673	1532	1164	1281	904	1281	1566	942	543	877	1333	1100
Krt87	1	0	1.54	3	1	0	0	0	2	2.12	0	2	3	0	2	0	0	1	0	0
Ccdc84	153	135	179	236	195	206	191	192	154	136	149	229	138	186	190	147	66	142	197	172
Cd22	3	5	1	12	66	58	8	9	176	249	74	66	37	46	64	420	121	417	242	428
Ppp2r2b	45	59	52	35	31	11	35	17	9	8	30	19	24	18	58	13	5	15	13	9
Mctp1	81	30	51	207	236	115	60	78	147	165	252	205	235	274	302	353	73	295	370	474
Plscr4	29	24	51	67	91	147	146	139	272	225	133	90	78	134	189	482	172	188	379	414
Erich6b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D130020L05Rik	41	29	58	70	56	56	53	66	128	141	57	130	78	112	108	119	58	101	136	125
Mea1	1597	1588	1569	2089	2022	1757	1900	1530	1707	1594	1592	1910	1099	1715	2353	1442	614	1130	1442	1603
Prpmp5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C2	104	39	53	77	201	376	96	207	672	710	332	187	155	129	226	2938	404	1411	1451	1483
Vmn1r5	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Abhd2	2106	2615	1593	1963	2064	1585	1930	1543	1578	1370	1822	1844	1319	1456	2156	1403	569	1117	1442	1244
Rras2	1932	1900	954	1480	1966	1793	1493	880	1984	1976	3625	1283	1033	1399	2704	2987	766	1297	1556	1811
Hbb-bh2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir302d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tnfrsf13c	2	0	1	0	1	1	2	0	2	1	2	4	0	0	1	2	0	1	0	0
Bcl9	2027	1800	2506	2676	2808	2310	2825	3132	2641	2258	2631	2637	1833	2443	3344	2080	1099	1670	2328	2343
Cib4	0	0	1	0	2	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0
Rb1cc1	3875	5820	3143	4433	5060	2931	3264	3058	3834	3201	3833	3499	2659	3398	4508	2269	1968	2353	3030	2548
Mcrs1	1094	970	1195	1433	1484	1338	1245	1312	1439	1366	1060	1357	942	1306	1645	1141	444	1023	1258	1288
Ppm1n	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
Mir669e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sag	4	0	1	0	3	4	4	1	6	6	6	5	3	4	5	11	1	8	12	6
Gm16523	1	3	2	0	4	2	3	0	2	1	1	1	3	6	2	1	2	4	6	5
Slc25a33	171	193	167	258	242	96	103	77	120	104	223	234	174	303	304	218	73	131	150	205
Adpgk	1786	1809	1657	2557	2520	1169	1718	1350	1898	1849	2358	2439	1629	2438	3148	1634	798	1413	2039	1826
9830107B12Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700084J12Rik	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rps2	33441	33415	34776	50601	49615	35760	41295	37604	36557	36402	26011	28045	18445	30291	47593	20993	8257	17809	24634	27773
BB031773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Traf1	66	9	35	23	33	22	15	41	42	61	11	18	7	16	27	25	13	36	45	52
Ifna14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dact1	1467	1991	1208	1823	1719	1564	1516	1605	3647	3304	992	1497	879	1175	1494	2331	1193	1988	3037	3110
Gm8989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Casp4	161	78	136	193	118	391	327	431	312	226	185	105	141	137	161	156	153	261	209	130
Eif5a2	453	509	544	556	623	428	459	409	526	540	558	564	434	667	808	402	185	371	524	483
Gramd1a	2104	1886	2072	2668	2972	3316	3008	3418	4387	3963	2535	2685	1632	2329	3041	3831	1302	2486	3452	3040
Vps9d1	519	482	558	662	653	676	731	835	832	768	578	712	479	619	803	697	204	567	724	727
Gm13133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
Ccdc85b	567	740	651	1030	744	769	892	786	960	722	666	643	466	584	922	852	213	562	800	832
Timp3	52111	27986	33738	34464	58813	12468	7908	8438	12895	14160	55131	50012	36080	46272	75496	6395	3938	7862	9816	10847
Rdh18-ps	0	0	0	0	1	1	0	0	1	0	3	0	0	3	0	2	0	2	2	0
Greb1	128	45	39	48	298	115	39	34	43	156	1028	112	115	173	1014	1235	66	77	195	860
Pqlc1	630	856	623	1023	855	902	944	900	1046	862	647	607	423	642	1001	535	190	543	804	767
Lrrtm3	255	25	203	78	358	422	115	281	298	683	60	40	18	18	73	77	34	62	117	128
Olfr424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Usp7	4527	4432	4883	5922	6464	4080	4442	4516	5249	5121	5015	5587	4203	5344	6839	3548	2367	3772	4866	4238
Pigr	0	0	0	0	0	0	0	0	0	0	2	1	0	2	0	1	0	0	0	0
Lrpprc	1828	1887	1777	2707	2783	1499	1700	1576	2186	2032	1980	2604	1714	2674	2858	1827	1060	1787	2137	2024
Tas2r103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F2rl2	13	30	11	6	1	5	7	2	0	0	2	0	0	3	3	0	0	0	0	0
Slc9a6	812	774	845	1329	1408	779	794	778	1363	1151	1411	1521	1230	1746	1921	1538	659	1289	1413	1455
Rnps1	1031	973	1056	1078	2982	807	926	756	710	1961	766	973	654	694	2823	626	290	533	554	1617
Rpain	273	223	260	368	343	423	382	344	507	416	302	307	217	273	352	363	162	250	436	332
Pds5b	2150	2429	2691	3265	3272	2127	2518	2618	2680	2544	2465	2844	2048	2882	3650	2103	1654	2066	2611	2170
BC017643	1302	1074	1309	2124	2266	1249	1193	1188	1860	1868	1632	1489	1125	1935	2463	1368	395	1139	1770	1548
Endou	0	0	2	3	1	1	6	1	5	11	4	6	2	2	0	7	1	10	5	12
Esp15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir24-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lefty1	29	30	27	77	43	47	84	46	146	92	63	27	14	36	57	72	33	25	90	75
Piga	306	323	291	477	422	275	338	255	405	360	326	257	149	293	331	218	125	204	318	255
Amh	5	7	5	11	2	6	3	4	2	0	4	5	5	4	1	3	0	2	4	3
Tecpr2	658	725	715	1096	1153	731	960	887	1347	1193	990	978	736	1114	1344	1142	493	941	1393	1274
LOC102631757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Copz1	3367	3202	3343	4898	4861	4280	4543	4234	4515	4407	4404	4907	3343	5290	6289	3675	1712	3572	4738	4770
1700020L24Rik	4	1	2	3	1	4	3	1	2	4	3	5	5	8	7	6	2	7	2	7
1700012B09Rik	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Spx	31	40	41	41	46	36	39	19	31	23	30	34	31	42	39	11	7	12	22	27
Tex261	1579	1377	1666	2259	2379	1617	1565	1468	2182	2046	1931	2015	1477	2020	2688	1784	551	1575	1920	1911
Pfn3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp541	2	1	1	1	0	1	1	3	6	2	0	5	5	4	1	3	0	0	5	1
4930581F22Rik	26	22	24	30	45	28	26	40	67	40	28	35	27	39	47	66	35	47	99	69
Rrm1	6031	5680	5712	6657	6113	4876	5143	3354	4875	4535	2931	2969	1864	2866	3906	3040	1597	2378	2506	2248
AA543401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sub1	1356	1381	1647	2079	2187	1742	1939	2028	2096	1882	1660	2457	1781	2459	2685	1386	944	1613	1801	1688
Glp2r	3	0	0	0	1	2	1	2	3	9	0	0	0	0	0	16	4	3	10	8
Scn4a	0	1	0	1	2	1	0	2	1	3	0	0	2	2	1	2	0	1	0	1
Rpl37a	8486	7482	8845	11748	12752	12296	10551	11872	15308	15489	8303	8996	5709	9301	13365	11271	3294	9230	12987	12141
Dner	203	76	212	292	965	25	19	32	15	34	1176	1783	1208	1115	1523	38	9	34	34	78
Scgb2b2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphk2	1537	1192	1496	1939	1983	1552	1515	1607	1645	1545	1923	2111	1374	1771	2258	1688	649	1405	1512	1594
Grid2	32	51	96	37	256	16	22	96	103	265	33	75	54	52	163	24	26	78	66	98
Nxf1	3368	3077	3645	4253	4871	2847	3054	2677	3539	3385	3753	4317	3303	4121	5232	3141	1879	3100	4350	3957
Hsd3b4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smarcc1	5205	5777	6078	6511	6577	4998	6609	5783	4968	4495	4418	5476	3646	4918	6589	3372	2098	3081	3808	3540
D330041H03Rik	28	20	24	34	37	60	64	71	77	39	33	47	30	60	16	58	24	56	120	52
5730403I07Rik	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0
Slc30a8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gabra6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ndnf	1044	833	1395	1324	2377	884	1062	755	1176	1070	585	1276	863	1104	1465	432	370	634	1015	787
Eif4b	16888	16832	20348	21623	22791	18669	21254	25823	22715	21777	15784	17989	12349	17335	23163	15758	8926	14125	17815	15653
Memo1	1027	1275	1113	1830	1598	1064	1254	990	1343	1142	1011	1200	827	1418	1684	734	477	748	976	891
4930583I09Rik	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Umps	1122	1082	1059	1396	1420	1008	1021	1011	1321	1180	867	883	596	856	1302	896	380	780	986	1000
Adamts6	1713	2371	1365	2106	2367	1331	1498	1086	1268	1128	1141	1609	1073	1593	2376	805	546	847	1195	1332
Wnt4	213	89	120	107	242	161	131	107	98	54	53	36	41	39	82	102	29	52	87	24
Mchr1	26	29	31	31	41	287	293	203	200	160	55	38	18	24	43	119	70	59	156	59
9330182O14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Urod	769	721	898	1382	1355	1327	1372	1463	1743	1516	1094	1159	800	1224	1526	1227	512	1172	1530	1510
Apex2	351	332	303	391	419	382	454	303	331	288	320	349	225	356	377	305	129	261	288	330
Klhl23	446	610	612	815	731	335	442	422	454	432	383	562	381	632	673	195	196	252	344	377
Impdh2	3801	3844	4210	5734	5489	3338	4452	3724	5714	4790	3002	3604	2279	4047	5251	2868	1450	2585	4010	3357
Atp13a4	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
Olfr1388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Mrc2	18044	20297	19298	29796	27859	17599	21966	17858	18231	15916	31865	31653	22835	28126	43075	14481	5403	11955	17522	18516
Dlg3	1365	1182	1366	1828	1793	1408	1498	1515	1679	1584	1494	1415	1003	1423	2046	1137	616	983	1629	1334
Ddost	7806	7114	8613	11505	11725	9546	10721	10586	12076	10585	9168	10402	6905	10847	14508	8298	3661	7179	10851	10155
Cep55	467	374	404	495	421	324	327	175	146	120	168	179	78	142	170	59	60	47	19	81
Clint1	5453	6058	5944	7872	7936	5877	7295	6449	8278	7243	6019	7364	4961	6792	8971	5117	3157	4932	6412	5732
Rims4	1	2	0	0	1	0	0	0	1	0	15	4	7	14	10	12	4	13	5	13
Ccp110	531	441	619	724	798	492	553	596	616	533	541	601	375	530	660	368	279	341	545	452
Dpyd	25	26	38	62	94	86	221	137	308	216	96	130	86	106	223	442	215	279	608	457
Atad1	2049	2190	2038	3325	3228	1901	1951	1528	2631	2476	2421	2608	1966	2965	3804	1820	1231	1827	2399	2279
Scgb1b30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dlgap5	1115	907	1272	1087	847	717	1014	467	372	298	303	426	173	284	483	116	71	105	47	119
D030018L15Rik	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0
Tnfsf18	16	55	10	32	20	8	8	3	6	13	44	42	22	34	45	8	3	9	16	9
Ddx3x	10676	13195	11382	16147	17356	11919	13313	11023	15684	15481	12889	15690	11459	14951	19890	9748	9430	11276	13402	12973
Tssk6	8	9	10	8	10	17	26	18	19	11	12	8	5	2	10	15	2	9	7	11
Mir7218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B3galt4	125	90	150	208	209	181	212	224	293	278	196	189	115	180	215	216	63	186	238	188
Arhgap12	682	727	620	985	1259	857	648	845	1439	1295	1303	1130	947	1302	1479	1278	703	1246	1624	1606
Olfr1564	2	0	1	0	0	0	2	0	3	0	1	0	1	0	1	0	0	0	0	0
Pdyn	0	0	0	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0
Hoxc11	12	15	18	16	12	19	20	17	11	10	10	6	3	5	10	11	1	11	12	14
Tmem5	1299	1406	1296	1687	1792	1349	1425	1112	1487	1482	1412	1642	1092	1624	2017	1069	711	1047	1132	1093
Reck	1684	1137	2224	2870	4230	2560	2345	3049	6082	5726	4232	4660	3553	4930	7260	5224	3018	4061	6357	4551
Chga	2	0	0	0	0	2	1	0	0	1	1	0	1	0	1	0	0	0	1	4
Cyb5d2	190	210	164	352	350	222	246	216	428	379	339	399	265	480	566	341	168	282	447	499
Mir224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpx3	548	971	901	1789	2064	2422	3412	4129	13173	13315	6014	2922	1949	3262	3541	10683	4883	5236	6076	4343
Gm21761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930455J16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Lyrm1	63	72	64	113	101	83	63	52	111	115	119	156	126	169	164	113	104	128	150	138
Mboat7	1765	1887	2206	2563	2401	1890	2636	2207	2610	2120	2366	2425	1755	2323	3053	1724	783	1589	2000	1840
Adgrb2	90	110	114	200	108	54	139	121	117	97	86	269	143	237	237	37	37	80	78	71
Olfr155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
